english_sentence,norwegian_sentence,label
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .","Som følge av kanselleringen ble den maksimale økningen av Citycons aksjekapital på grunnlag av konvertible obligasjoner redusert fra EUR 23 383 927,80 til EUR 22 901 784,75.",1
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .","ALEXANDRIA, Va., Jan. 9 -- United States Patent nr. 7,862,685, utstedt på Jan. 4, ble tildelt Kemira Chemicals Inc. ( Marietta, Ga. ) .",1
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .","Marubeni har deltatt i GHG - Green House Gas - utslippsreduksjonsprosjekter i utlandet, oppnådd utslippskreditt fra sine prosjekter og har gitt disse til japanske kunder.",1
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?","Kommentar på avtalen, Shane Lennon, SVP for markedsføring og produktutvikling hos GyPSii sa: ?",1
"Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added .","Dessuten, som det ikke er noen innskyter preferanse i Finland, senior gjeld og innskudd rang på et par, som også er tatt i betraktning, byrået lagt.",1
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .","AHMS vil også tilby Hotel and Hotel Project Consultancy, Management Services, Brand Franchise, Opplæring og salg og markedsføring tjenester på en pan-India basis.",1
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .","Våre viktigste geografiske markeder er Europa, Russland, Midtøsten, Sør-Afrika og Japan.",1
The value of the total investment is about EUR 600mn .,Verdien av den totale investeringen er ca EUR 600mn .,1
"According shipping company Viking Line , the EU decision will have a significant financial impact .","Ifølge rederiet Viking Line, vil EU-vedtaket ha en betydelig økonomisk innvirkning.",1
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .","Nordea Bank ABetre eier 6.000 aksjer i Alma Media, som utgjør 0.008 % av aksjekapitalen og stemmerettene.",1
Rosen was cautious about being too optimistic inregard to the second half of the year .,Rosen var forsiktig med å være for optimistisk til andre halvdel av året.,1
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,Ramirent gjorde 18 millioner krooner EUR 1.15 mln tap i fjor ; året før selskapet var 7.3 millioner kroner i svart .,0
The company is listed on the Nordic Exchange in Helsinki .,Selskapet er notert på Nordic Exchange i Helsinki.,1
`` We know there are some of our own people out there . '',Vi vet at det er noen av våre egne folk der ute. '',1
The new activity will incur an investment of about 5 MEUR .,Den nye aktiviteten vil medføre en investering på ca 5 MEUR .,1
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,Driftsresultatet i fjerde kvartal falt til EUR33m fra EUR39m et år tidligere.,0
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,Inntekter per aksje EPS i 2005 utgjorde et tap på EUR1 .26.,1
"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .","De outsourcede Scan- og Capture-løsningene overfører papirfakturaer til elektronisk format, og Basware Business Transactions Service gjør det mulig for kunden å motta og sende fakturaer i elektronisk format.",1
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .","Salget i perioden falt til EUR 30.6 millioner fra EUR 38.3 millioner, ifølge den foreløpige rapporten, utgitt i dag.",0
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",Det totale omfanget av prosjektet er ca 38 000 kvadratmeter og det er verdsatt til totalt rundt EUR75m .,1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","Rapporten profilerer 614 selskaper, inkludert mange nøkkel- og nisjeaktører over hele verden som Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc. , Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company, og Van Group, Inc. .",1
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .","Dermed konsernets balanse vil ha ca EUR25 .8 m i goodwill for 2010, selskapet lagt til.",1
The company expects meat purchases to remain at about 8mn kilos in 2011 .,Selskapet forventer kjøtt kjøp til å forbli på ca 8mn kilo i 2011.,1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","Neste olje 's styret foreslått 1.00 euro utbytte for hele året 2007, sammenlignet med 0.90 eur et år siden.",2
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .","Ved å kjøpe RCP, kan vi kombinere vår sterke kunnskap med ekspertisen til et solid lokalt selskap.",2
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,Abonnementsperioden for Amer Sports' 2002-abonnement avsluttes 31. desember 2007.,1
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,"Glastons nettoresultat for tredje kvartal 2007 falt til 2,4 mln euro ($ 3,5 mln) fra 3,5 mln euro ($ 5,1 mln) for tilsvarende periode i 2006.",0
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",Indigo og Somoncom betjener 377 000 abonnenter og hadde en markedsandel på ca 27 % per mai 2007.,1
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .","Utover de forbedrede stemmefunksjonene har kundene nå en strømlinjeformet måte å overholde tilbakekallinger og andre sporbarhetskrav på, noe som gir dem et konkurransefortrinn.",2
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .","Tecnomen, med hovedkontor i Espoo, Finland, utvikler meldings- og ladeløsninger for operatører og tjenesteleverandører over hele verden.",1
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",Handelsbanken rangerte foran Local Cooperative Banks og Aktia i kundelojalitet denne gangen også.,2
"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",Selskapet intensiverer nå smeltevirksomheten og øker den årlige produksjonskapasiteten til 230 000 tonn kobber.,2
The sellers were EOSS Innovationsmanagement and a group of private individuals .,Selgerne var EOSS Innovationsmanagement og en gruppe privatpersoner.,1
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .","Latin-Amerika står for ca 40% av salget på finske BSS-OSS og VAS leverandør for telekom operatører Tecnotree , selskapets president og administrerende direktør Eero Mertano fortalte BNamericas .",1
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,Kunngjøringen kommer to uker før en nøkkellisensavtale utløper mellom de to selskapene som er involvert i en uenighet om royalty betalinger for Texas Instrument chips som bruker Qualcomm-patented teknologi .,0
Less than ten people will face pension agreements .,Mindre enn ti personer vil møte pensjonsavtaler.,1
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .","Fiskars, en 360 år gammel global virksomhet best kjent for sin oransje-håndterte saks, forventer å hente synergier på EUR5 millioner i året ved å konsolidere visse deler av housewares divisjon der de to konkurrerer.",2
The new B shares carry the right to dividend and other shareholder rights with effect from today .,De nye B-aksjene gir rett til utbytte og andre aksjonærrettigheter med virkning fra i dag.,1
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .","Driftsresultatet var på EUR 9.0 mn, ned fra EUR 9.7 mn i første halvår 2008.",0
Prices and delivery volumes of broadband products decreased significantly in 2005 .,Priser og leveransevolumer av bredbåndsprodukter gikk betydelig ned i 2005.,0
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .","Microsoft også churned opp sitt partnerskap, godtar å bruke Navteq kartlegging tjenesten, som tilbys av et selskap Nokia kjøpte for $ 8.1 milliarder kroner for noen år siden .",2
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,Resultatet for perioden var EUR 15.6 mn sammenlignet med EUR 14.1 mn i 2007.,2
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .","Selskapet eies av staten Finland og European Aeronautic Defense and Space Company EADS N.V. Tekla er et internasjonalt programvareselskap som tilbyr løsninger for bygg og anlegg, energidistribusjon og kommuner.",1
"Sales are expected to increase in the end of the year 2006 , however .",Salget forventes imidlertid å øke mot slutten av 2006.,2
The company aims to maintain this trend in profitability during the current year .,Selskapet har som mål å opprettholde denne trenden i lønnsomhet i løpet av inneværende år.,2
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .","Dubai Nokia har annonsert lanseringen av `` Comes with Music '' , sin banebrytende tjeneste som introduserer en ny måte for folk å nyte musikk .",2
Alma Media expects its net sales to increase as forecast previously .,Alma Media forventer at nettosalget vil øke som forventet tidligere.,2
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",Selskapet har etablert en 3G basestasjon på ca 17 000 fot ved foten av Mount Everest som vil gjøre det mulig for fjellklatrere på 29 035-fottoppen å surfe på Internett og til og med sende videoer av sine bedrifter.,2
"ADP News - Nov 18 , 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe .","ADP News - Nov 18 , 2008 - Finsk AC driver produsent Vacon Oyj OMX : VAC1V sa i dag at det hadde satt opp nye representasjonskontorer i Romania og Ukraina for å betjene de voksende markedene i østlige og sørøstlige Europa .",2
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .","Det svenske oppkjøpsfirmaet har solgt sine resterende 22,4 prosent aksjer, nesten atten måneder etter at selskapet ble børsnotert i Finland.",1
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .","Lule+Ñ kommune har tildelt YIT en 2-års kontrakt, for eiendomsforvaltning av om lag en tredjedel av kommunens eiendommer, med et samlet areal på 140 000 kvm.",2
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","I fjor fløy 8,3 millioner passasjerer med flyselskapet, ned 4 prosent fra 2007.",0
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .","Finske Suominen Corporation som lager kluter, nonwovens og fleksibel emballasje, forventer endringer i markedssituasjonen for å redusere salget av Suominens ikke-duker og våtservietter fra de tidligere estimerte volumene.",0
The company expects its net sales for the whole 2009 to remain below the 2008 level .,Selskapet forventer at nettosalget for hele 2009 vil ligge under 2008-nivået.,0
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,Panostaja Oyj 's Board besluttet også på sitt organisasjonsmøte holdt ved ferdigstillelse av AGM å implementere AGM beslutning om styrets medlemsavgifter betalt som aksjer på en slik måte at aksjene overføres på kvartalsbasis på datoen etter publisering av kvartalsvis-årsrapport .,1
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .","Omorganiseringen skaper en mer effektiv organisasjon med økt driftsfokus og stabil lønnsomhet, og fører til mer effektiv produksjon, sier Bo Annvik, leder for Specialty Stainless.",2
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",I november 2006 inngikk selskapet en avtale med den finske vindusprodusenten Fenestra Oy om å bygge et vindu i Forssa i Sør-Finland.,2
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .","Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",1
"According to Tyrv+ñinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",Ifølge Tyrv+ñinens vurdering er Japan et svært viktig sted i forhold til Finnairs asiatiske strategi.,1
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .","I henhold til den opprinnelige fusjonsplanen, ville Scanfil få en eierandel på 79 % i den kombinerte virksomheten.",1
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,Elisa har bestilt Finlands Poyry Telecom Oy for å gjennomføre en studie av mottak i noen av Estlands største byer i tillegg til Tallinn.,1
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .","Den nye Kroksberg jernbanetunnel vil bli bygget på en ny seksjon av sporet mellom Harnosand og Veda , danner en del av linjen som følger kysten av bukten Bothnia .",1
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",Styret opprettet en kompensasjonskomité med følgende medlemmer: - Sari Baldauf styreleder - Tapio Hintikka - Heikki Westerlund I tillegg besluttet styret å opprette en nominasjonskomité på et senere tidspunkt.,1
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .","Så mye biomasse vil bli brukt som kan hentes lokalt, med resten av anleggets drivstoffbehov dekket av torv.",1
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,Kommisjonen inntekter økte med 25.7% til EUR 16.1 mn fra EUR 12.8 mn i 2004 .,2
"More than 14,000 customers were left powerless .",Mer enn 14 000 kunder ble igjen maktesløse.,0
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,"Omsetning i kvartalet falt 8 prosent til ( EURO ) 2,4 milliarder sammenlignet med et år tidligere.",0
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,"Tiltak for å forbedre driftseffektiviteten og justere driften forventes å gi årlige kostnadsbesparelser på rundt 4,5 millioner euro og vil bli gjennomført hovedsakelig i første halvdel av 2010.",2
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","De mest interessante eksportmarkedene vil være Russland, Baltikum og Skandinavia.",1
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,Transportøren sa sitt område reisebyrå er å selge de fleste av sine utsalgssteder til søsterkjeden Suomen Matkatoimisto (SMT) og bruke sin gjenværende murstein og mørtel tilstedeværelse for å primært målrette forretningskunder fremover .,1
The building will house product development and test laboratories .,Bygningen skal huse produktutviklings- og testlaboratorier.,1
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,Mr. Doring har vært med Eaton siden 1989 og fungerte som Business Unit Manager for Eaton 's Power Controls Business Unit siden januar 2007 .,1
"The market making in accordance with the agreement will begin on September 24 , 2009 .","Markedsføringen i henhold til avtalen vil begynne på September 24 , 2009 .",1
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .","Alma Media eier 70 % av dette selskapet, de resterende aksjene eies av selskapets nøkkelansatte.",1
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .","Driftsresultatet var på EUR 1.22 mn, ned fra EUR 3.56 mn i første kvartal 2008.",0
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",Beslutningen innebærer midlertidige permitteringer av fast varighet ved selskapets Nastola og Jyvaskyla enheter i henholdsvis Sør- og Midt-Finland.,0
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .","Resultat per aksje for januar-juni 2010 var EUR0 .30, en økning på 20 % fra år til år EUR0 .25.",2
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",I tillegg vil produksjonen ved Varpaisj+â rvi-fabrikken bli stoppet i begynnelsen av april 2009.,0
He wore a black beanie-type cap and a black jacket .,Han hadde på seg en svart beanie-type cap og en svart jakke .,1
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .","I metoden er smelteblussene 2 skilt fra arbeidsområdet 6 av en skjermvegg 8, 10 arrangert bevegelig i forhold til smelteblussene.",1
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",Kontrakten omfatter levering av midlertidig oppvarmingsutstyr til LKABs nye pelletsfabrikk i Kiruna i Nord-Sverige.,1
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .","18 mai 2010 - Finsk elektronikk produsent Elcoteq SE HEL : ELQAV sa i dag at det har inngått et omfattende samarbeid avtale om industrialisering, produksjon, distribusjon og ettermarkedet tjenester for mobiltelefoner med Japan 's Sharp TYO : 6753 .",2
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .","Qualcomm estimerte en første-kvarts fortjeneste mellom 46 og 50 cent per aksje, med unntak av visse elementer, under analytikerens anslag på 61 cent per aksje.",0
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .","Det finske flyselskapet Finnair har vunnet en avtale med den britiske offentlig sektor om å være det offisielle flyselskapet for flyvninger fra London Heathrow til Osaka i Japan, samt flyvninger mellom Manchester i Storbritannia og Helsinki i Finland.",2
"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .","Etter ferdigstillelse av oppkjøpet vil Poyrys olje- og gasskompetanse dekke multidisiplin engineering og konsulenttjenester på tvers av hele olje- og gassporteføljens livssyklus, inkludert dypvannsingeniører.",1
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .","Selskapet designer, produserer og markedsfører avanserte komposittprodukter for industrielle applikasjoner og forbruksvarer som langrenn, alpin og Nordic Walking staver, gulvball pinner og antenne radomer.",1
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .","Driftsunderskuddet var på 3,2 millioner euro, sammenlignet med et overskudd på 7,2 millioner euro i tredje kvartal 2008.",0
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .","EBIT eksklusive ikke-påfølgende poster, samlet EUR 67.8 mn, opp fra EUR 38.1 mn.",2
"According to Finnair Technical Services , the measure is above all due to the employment situation .","Ifølge Finnair Technical Services, tiltaket er fremfor alt på grunn av sysselsettingssituasjonen .",1
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .","Lifetree ble grunnlagt i 2000, og inntektene har økt i gjennomsnitt med 40% med marginer på slutten av 30-tallet.",2
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .","Det finske selskapet solgte sin britiske virksomhet - bestående av 50 ansatte i kontorer i London, Birmingham og Manchester - som en del av en avtale med Hampden i juli 2001 for sin europeiske eiendom og havariavdeling Sampo Industrial.",1
Both the net sales and operating profit were record high in the company 's history .,Både nettosalg og driftsresultat var rekordhøyt i selskapets historie.,2
Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,Kazgiprotsvetmet og Outotec Finland har inngått en avtale om strategisk samarbeid innen markedsføring og levering av mineralbearbeidings- og metallurgiske anlegg og relaterte tjenester i Kasakhstan og de omkringliggende landene.,2
"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com","Verden av glass kommer til Egypt, og vi inviterer besøkende fra hele verden til å delta Glass World Exhibition 2009 , Registrer deg nå på www.glassworldex.com",1
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,Sanoma Magazines International vil invitere andre aksjonærer som eier ca 15 % av aksjene til å selge sine aksjer.,1
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .","Raisio 's bud på å kjøpe Glisten er en `` vinn-vinn '' avtale for begge selskaper , styreleder i den britiske snacks firmaet fortalte just-food i dag 10 februar .",2
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .","schwalm ( på ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobil +358 400 817198 e-post eila .",1
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .","Vi tar sikte på å sikre at Vacon er i god form når kapitalutgifter begynner å plukke opp igjen, '' kommentarer Vacon Plc President og CEO Vesa Laisi .",2
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .","Det totale servicekonseptet omfatter også teknologitjenester, som Raute støtter sine kunder gjennom hele livssyklusen til deres investeringer.",1
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .","Selskaper som er vurdert i rapporten inkluderer Aladdin, CA, F-Secure, Kaspersky, Marshal, McAfee, Microsoft, Panda, Proofpoint, Sophos, Symantec, Trend Micro, Tumbleweed og Websense.",1
"Also , a six-year historic analysis is provided for this market .","Også, en seks års historisk analyse er gitt for dette markedet .",1
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,Forhandlingene vil gjelde anlegget 's avdeling produserer vind roving som sysselsetter 10 personer .,1
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .","Driftsresultatet for seksmånedersperioden gikk ned fra EUR111 .9 m, mens salget økte fra EUR1 ,275 m, sammenlignet med tilsvarende periode i 2006.",1
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",I begynnelsen av dette året hadde Wartsila sikret seg en ordre om å levere fire gassdrevne hovedmotorer og fremdriftsmaskiner for samme fartøy.,2
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .","Ifølge meldingen er aksjene i Ameriprice Inc. og dets konsernselskaper nå på totalt 808 973 aksjer, som representerer 3,582 % av Tekla -¦s aksjer og stemmeretter.",1
M. and a Master of Business Administration MBA .,M. og en Master of Business Administration MBA .,1
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .","I Finland, metall sektor selskapet Componenta slår av midlertidig ansatte i sin Pori mill fra jul 2008 til 6 januar 2009.",0
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .","Nokias aksjekurs falt mindre enn en prosent til 18.70 euro ( $ 25.41 ) i Helsinki , mens Siemens aksjer falt 1.02 prosent til 90.19 euro ( $ 122.57 ) i Frankfurt .",0
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,"Salget i Finland økte med 3,9 % og den internasjonale veksten var 0,7 %.",2
The volumes are expected to increase during the next few years .,Volumene forventes å øke i løpet av de neste årene.,2
`` The issues identified by Stonesoft affect a range of content inspection technology .,``Problemene identifisert av Stonesoft påvirker en rekke innhold inspeksjon teknologi .,1
The value of the contract is in total USD12m .,Verdien av kontrakten er i alt USD12m .,1
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,"Nordstjernan har benyttet seg av muligheten til å kjøpe ytterligere 22,4 % av Salcomp aksjer og stemmer.",1
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,BioTie North-American lisenspartner Somaxon Pharmaceuticals startet en fase II-III klinisk studie hos pasienter som lider av patologisk gambling og en pilotfase II studie i nikotinavhengighet røykeslutt.,1
The business section also includes Ahlstrom 's sustainability report .,Forretningsdelen inneholder også Ahlströms bærekraftrapport.,1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","Salget vil gjøre det mulig for Campofrio å fokusere på sin nylig annonserte overtakelse av Groupe Smithfield Holdings , den europeiske enheten til Smithfield Foods Inc. ( SFD ) i USA.",1
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,"Nettosalg av det finske næringsmiddelselskapet L+ñnnen Tehtaat økte med 13 % i 2008 til 349,1 millioner euro fra 309,6 millioner euro i 2007.",2
"The company has the poser , who wants to impress people with the latest handset .","Selskapet har poser, som ønsker å imponere folk med det nyeste håndsettet.",1
Why not give your bedroom a cool makeover for summer .,Hvorfor ikke gi soverommet ditt en kul makeover for sommeren .,1
The order was valued at over EUR15m .,Bestillingen ble verdsatt til over EUR15m .,1
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .","Selskapet søker også muligheter for å flytte Luumaki personell, ca 50 personer, til andre UPM fabrikker.",1
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,Amanda sa at det allerede hadde gjort en USD5 .0 m investering engasjement i Russland Partners II fond i juli 2005.,1
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,"Det finske finanskonsernet Aktia hadde i 2009 et driftsresultat på 47,0 millioner euro, mot 6,6 millioner euro i 2008.",2
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .","Entreprenøren av kjøpesenteret, China State Construction Engineering Corporation, har tidligere bygget f.eks flyplasser, hoteller og fabrikker for store internasjonale kunder i ulike deler av verden.",1
Neither of the companies use genetically engineered soy at the moment .,Ingen av selskapene bruker genmodifisert soya for øyeblikket.,1
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .","E-handel nettstedet og flaggskip vil bli administrert av Marimekko North America Retail LLC , et datterselskap etablert i USA i fjor .",1
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .","Ifølge Ultrascan , med en programvare kjøpt fra crackers , det har klart å endre mobiltelefonen på en måte at telefonen var i stand til å få tak i en engangspassord sendt av en bank via en tekstmelding .",1
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .","NTSB sa etterforskere er satt til å gjennomføre synsavstand tester på juli 18 , ved hjelp av tog som ligner på de som er involvert i ulykken .",1
