english_sentence,norwegian_sentence,label
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,Poyry er anerkjent som en av verdens ledende rådgivere til den globale skogsindustrien.,2
"Previously , the plant was expected to be completed by the end of 2008 .",Tidligere var anlegget forventet å være ferdig innen utgangen av 2008.,1
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .,Produksjonen ved anlegget vil være basert på Neste Oil 's proprietær teknologi som kan bruke en fleksibel inngang av vegetabilsk olje eller animalsk fett.,1
"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",Prothious Engineering (www.prothious.com ) sysselsetter mer enn 1000 og har en stor portefølje av prosjekter og en årlig detaljkapasitet på mer enn 100 000 tonn .,1
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,QPR produkt familien er fullt kompatibel med Microsoft 's Windows 7 operativsystem .,1
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .,Rapala har som mål å flytte distribusjonsenheten Ragot fra Loudeac i Bretagne og distribusjonsenheten Waterqueen og fiskelinjeleverandøren Tortue fra Saint Marcel i Sentral-Frankrike til Morvillars.,1
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .","RAPALA TOURNAMENT FISHING: Med alle de store titlene allerede ute for ferien, er dyre spill som Rapala rettet mot et mindre publikum.",1
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .","RFID ( Radio Frequency Identification) er en metode for såkalt intelligent transport, hvor informasjon kan leses og lagres eksternt.",1
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .","Russlands topp container shipping gruppe, Fesco, og finsk logistikk selskap Nurminen Logistics har startet et pilotprosjekt som tilbyr kunder direkte intermodal transport service fra Finland til Asia Pacific land, Fesco sa i en uttalelse.",2
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .","S&P har beholdt sin ""selg""-vurdering, mens Nordea og UBS har bekreftet sine ""kjøp""-anbefalinger.",1
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors .","Sanoma har også en Executive Committee, i samsvar med selskapets vedtekter, som utarbeider forslag til saker som skal avgjøres eller noteres av styret.",1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .","Sarantel, basert i Wellingborough, UK, designer antenner med høy ytelse for bærbare trådløse enheter.",1
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Aksjer vil bli kjøpt i henhold til § 5 i reglene i NASDAQ OMX Helsinki og andre regler som gjelder for kjøp av egne aksjer.,1
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .","Hun vil etterfølge Krister Kylas, som har valgt å forlate TeliaSonera.",1
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,Shuweihat 2 kom i gang i juli 2008 da prosjektet ble tildelt til avsalting og kraftentreprenører.,1
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .","Simmons valgt DCUC styreleder PORTSMOUTH, N.H.-Gordon A. Simmons, CEO of Service Credit Union, har blitt valgt til formann i Defense Credit Union Council for 2007-2008-perioden.",1
Sponda plans to renovate old real estate and develop new property .,Sponda planlegger å renovere gamle eiendommer og utvikle ny eiendom.,1
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,Stock Exchange Release 10/3/2011 12:00 Sanoma har publisert sin årsrapport og finansielle uttalelser for 2010 og sin første Corporate Responsibility Report .,1
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .","Stockholm-baserte Nordea Bank (STO: NDA) sa i går at de hadde ansatt Casper von Koskull til å lede sin bedrifts handelsbank og kapitalmarkedsenhet, effektiv 1. september.",1
Strategic and operational business information is objectively reported .,Strategisk og operasjonell forretningsinformasjon rapporteres objektivt.,1
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .","De svenske, finske og danske børsnoterte selskapene er organisert i tre markedssegmenter, Nordic Large Cap, Mid Cap og Small Cap.",1
Symphony Services provides development services for Aldata GOLD .,Symphony Services tilbyr utviklingstjenester for Aldata GOLD .,1
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .","Tekla leverer 3D-programvare for bygg- og infrastrukturteknikk, med fokus på bygningsinformasjonsmodellering av stål- og betongkonstruksjoner fra design til bygging.",1
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH .","Telestes hybrid TV-løsning inkluderer komponenter for hele prosessen med å levere videotjenester til forbrukere fra innholdsoppkjøp og tjenesteopprettelse til levering gjennom en rekke tilgangsløsninger, inkludert HFC (hybrid fiber-coaxial), xDSL, EttH og FttH.",1
The adjustment measures will be carried out in phases to secure the delivery capability .,Justeringstiltakene vil bli gjennomført i faser for å sikre leveringsevnen.,1
The agreement is valid for four years .,Avtalen er gyldig i fire år.,1
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .","Alliansen tar sikte på å tappe pocketable mobile datamaskiner, netbooks, tabletter, mobiltelefoner, tilkoblede TV-er og infotainment systemer i kjøretøyet.",1
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,Tilgjengeligheten av Internett-tjenester er fremhevet i tjenesten tilbudet av Kesko 's K-Group butikker .,1
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .","Megleren startet UPM-Kymmene, Stora Enso og Sappi med `likevekts' anbefalinger og Holmen og Norske Skog med `undervekts' vurderinger.",1
"The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .","Bygningskomplekset består av høy kvalitet kontor og detaljhandel plass totalt 49,200 kvadratmeter , selskapet sa .",1
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .","Virksomheten har salg på ca ( Euro ) 35 millioner ( $ 44million), og har vært ansvarlig for salg og markedsføring av Lanxess 's papir kjemikalier virksomhet, som Kemira kjøpte for ( Euro ) 88 millioner tidlig i år ( CW , Jan. 11 , s. 22 ) .",1
The business section also includes Ahlstrom 's sustainability report .,Forretningsdelen inneholder også Ahlströms bærekraftrapport.,1
"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .","Senteret tilbyr et omfattende utvalg av enhetsdesigntjenester som spenner fra elektronikk, mekanikk og programvaredesign til et komplett spekter av testlaboratorietjenester.",1
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .,Kommisjonen sa hydrogenperoksid og PBS markedet var verdt ca 470 millioner euro i 2000 .,1
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .","Selskapet designer, produserer og markedsfører høy kvalitet klær, interiør dekorasjon tekstiler, vesker og annet tilbehør.",1
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .","Selskapet designer og produserer høy kvalitet klær, interiør dekorasjon tekstiler, vesker og annet tilbehør.",1
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .","Selskapet har levert den tekniske infrastrukturen, som brukes av NAV for deres datavarehus og business intelligence initiativer.",1
"The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .","Selskapet trekker nå tilbake den andre delen, EUR 7.2 mn, av investeringsforpliktelsen.",1
The company is presently examining whether the project would be financially feasible .,Selskapet undersøker for tiden om prosjektet vil være økonomisk gjennomførbart.,1
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,Selskapet studerer muligheten for å fokusere det meste av sin bearbeidede kjøttproduksjon i Vantaa anleggene og prosessering av ferskt kjøtt i Forssa anlegg.,1
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,Selskapet sa aksjonærene vil være i stand til å stemme på avtalen på en EGM planlagt for senere denne måneden .,1
The company specialises in temporary electrification and heating at construction sites .,Selskapet spesialiserer seg på midlertidig elektrifisering og oppvarming på byggeplasser.,1
"The competition was received with great enthusiasm by the employees , he goes on .","Konkurransen ble mottatt med stor entusiasme av de ansatte, fortsetter han.",2
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .","Samarbeidet vil innebære at Arena Partners kjøper en 35 % andel av det nye joint venture selskapet, som opererer i Alma Medias hjem salg, kjøretøy og forbruker reklame markedsplasser.",1
The deliveries started in April 2006 and will be completed in 2007 .,Leveransene startet i april 2006 og vil være ferdig i 2007.,1
The desk will reach its full planned strength of ten persons in autumn 2007 .,Resepsjonen vil nå sin fulle planlagte styrke på ti personer høsten 2007.,1
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",Utbyttet betales den 1. februar 2010 til aksjeeiere registrert den 19. januar 2010.,1
"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",Utbyttet vil bli utbetalt den 15. april 2008 til hver av aksjonærene som på registreringsdatoen 8. april 2008 har blitt oppført i listen over aksjonærer som holdes av Finnish Central Securities Depository Ltd.,1
"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .","Den ende-til-ende leveringen kombinerer kompetanse og tjenester fra TietoEnators Telecom & Media, Processing & Network og Digital Innovations Business Areas.",1
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,"Det er registrert 0,7 millioner ikke-påfølgende utgifter for tredje kvartal.",1
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,Arrangementet kan følges on-line via Orions finske hjemmeside på www.orion.fi samt via Kauppalehti Live-tjenesten på www.kauppalehti.fi/live.,1
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,Ekstraordinær generalforsamling forventes å finne sted senest 18. februar 2011.,1
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .","Den første utgaven av Cinema Series avsluttes med en profil av den finske oppfinneren Olavi Linden, hvis personlige kunstneriske reise og arbeid hos Fiskars har ført til dusinvis av designpriser.",1
The first of the two project phases is expected to be completed by the end of 2012 .,Den første av de to prosjektfasene forventes å være ferdig innen utgangen av 2012.,1
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .","Gruppen har til hensikt å flytte lager- og kontorlokaler i Loudeac og Saint Marcel til Morvillars, øst i landet, hvor det allerede driver en krokproduksjons- og distribusjonsenhet.",1
"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .","Gruppen eier og driver en flåte på mer enn 800dwt, mens containerkapasiteten er 17 000 TEUs, og administrerer en diversifisert flåte av sin egen jernbane rullende materiell på over 17 000 enheter.",1
"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .","Håndsettet har også en Media Bar for rask tilgang til favorittmedier og applikasjoner, inkludert musikk, bilder, YouTube eller Ovi Share.",1
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .","Den Hayward, Calif.-baserte mål design aktiv, casual og kjole fottøy, samt støvler og sandaler .",1
"The important thing now is to keep the bank 's existing 15,000 customers .",Det viktigste nå er å beholde bankens eksisterende 15 000 kunder.,1
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .","Den Innova 2 bygningen vil bli plassert nær sentrum, i umiddelbar nærhet av Paviljonki og reisebyrået, og innen gangavstand fra hjertet av byen takket være messebroen.",1
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,Bytte av Editors-in-Chief er en del av utgiverens mål om å forbedre jobbsirkulasjonen i alle personellgrupper.,1
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,joint venture planlegger en rask tidsplan for å forhandle om leie av de potensielle vindparkene og for å kartlegge mulighetene for vindparker.,1
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,Den Kyroskoski investeringen er å være ferdig i slutten av 2011 og +ä+ñnekoski investering våren 2012 .,1
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","Lemminkainen Group, med hovedkontor i Helsinki, Finland, opererer i alle sektorer av byggebransjen: sivilingeniør, byggentreprenør, tekniske byggtjenester og byggevareindustrien.",1
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .","Lemminkainen Group, med hovedkontor i Helsinki, Finland, opererer i alle sektorer av byggebransjen: sivilingeniør, byggentreprenør, tekniske byggtjenester og byggevareindustrien.",1
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .","Marubeni Group fokuserer på å skape `` verdikjede '' fra oppstrøms til nedstrøms, som omfatter et bredt spekter av forretningsområder, inkludert olje og gass, metaller, mineralressurser, matvarer, masse og papir og kjemikalier, blant andre.",1
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .","De mest interessante eksportmarkedene vil være Russland, Baltikum og Skandinavia.",1
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .","De mest populære mobile datatjenester er e-post, surfing på internett, samt nyheter og vær-tjenester.",1
The new B shares carry the right to dividend and other shareholder rights with effect from today .,De nye B-aksjene gir rett til utbytte og andre aksjonærrettigheter med virkning fra i dag.,1
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,Målet med St. Petersburg kontoret er først å øke selskapets vedlikeholdsvirksomhet .,1
The office space will rise above the remodeled Cannon Street underground station .,Kontoret plass vil stige over remodeled Cannon Street t-banestasjon.,1
"The official opening of the office , located in Prague , will be celebrated on May 20 .","Den offisielle åpningen av kontoret, som ligger i Praha, vil bli feiret på mai 20 .",1
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,"Olje skifer mater-forsyning løsning vil levere knust oljeskifer til skiferolje raffineriet allerede i drift, samt til den nye Enefit-280 skifer olje teknologi prosessanlegg.",1
"The opportunity will be available only for few employees , however .",Muligheten vil imidlertid bare være tilgjengelig for noen få ansatte.,1
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .","Bestillingen inkluderer en stålramme, bærende takkonstruksjoner og skilleveggelementer, og Rautaruukki sa det forventer å fullføre installasjonen så tidlig som mai neste år.",1
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,Den Oxyview Pulse Oximeter er en vanlig enhet for å sjekke pasientens blod-oksygenmetningsnivå og pulsfrekvens.,1
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,Anlegget vil bruke palmeolje sertifisert av Roundtable on Sustainable Palm Oil ( RSPO ) .,1
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .","Havneoperatøren favoriserer imidlertid å beholde havneavgiftene i 2010, og siterer eieren, styreren av Estland, som forplikter havnen til å betale EEK 400mn (EUR 25.56 mn USD 36.44 mn) i utbytte til staten i 2009 og en annen EEK 300mn i 2010.",1
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,"Prisen for tømmer har klart forbedret seg fra 2009, og også prisen på masseved har gått opp.",2
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,Produktets front-edge folding maksimerer værbestandighet og muliggjør en sømløs takfinish.,1
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .","Programmet omfattet driftsmessige forbedringer og reduksjoner i personell, hovedsakelig i Nederland.",1
The project is expected to be completed in 2009 .,Prosjektet forventes å være ferdig i 2009.,1
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .","Årsaken til dette er St. Petersburg status som hovedstad , en av deltakerne i møtet sitert Chikunov som sier .",1
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .","Rapporten fortsetter med å gi detaljerte profiler av ti ledende europeiske spesialkjemikalieselskaper, og korte profiler av andre store aktører.",1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","Rapporten profilerer 614 selskaper, inkludert mange nøkkel- og nisjeaktører over hele verden som Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc. , Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company, og Van Group, Inc. .",1
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .","Rapporten profilerer 614 selskaper, inkludert mange nøkkel- og nisjeaktører over hele verden som Black & Decker Corporation, Fiskars Corporation, Fiskars Brands, Inc. , Husqvarna Outdoor Products Inc., K+S Group, Ryobi Technologies, Inc., The Scotts Miracle-Gro Company, og Van Group, Inc. .",1
"The Russian government will contribute 20 % of the necessary funds , he said .","Den russiske regjeringen vil bidra med 20 % av de nødvendige midlene, sa han.",1
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.","Salget vil gjøre det mulig for Campofrio å fokusere på sin nylig annonserte overtakelse av Groupe Smithfield Holdings , den europeiske enheten til Smithfield Foods Inc. ( SFD ) i USA.",1
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .","Omfanget av prosjektet er å finne den mest kostnadseffektive metoden for fosforfjerning og å levere lagrings- og doseringsutstyr, som kan brukes i kontinuerlig drift på anleggene.",1
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,Serveren er ansvarlig for å administrere enheter og brukerkontoer og en desktop klient applikasjon muliggjør ekstern tilgang til mobiltelefoner .,1
The share of the share capital of both above mentioned shareholders remains below 5 % .,Andelen av aksjekapitalen til begge ovennevnte aksjonærer forblir under 5 % .,1
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,Aksjene har rett til utbytte og andre aksjonærrettigheter fra og med registreringen i det finske handelsregisteret.,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","Aksjene skal kjøpes tilbake gjennom offentlig handel, for hvilken grunn aksjene er kjøpt tilbake på annen måte enn i forhold til aksjonærenes beholdning.",1
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,Verftet håper den regionale regjeringen i Andalusia kan tilby sin noen form for økonomisk støtte .,1
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,Løsningene vil bli brukt til å oppgradere nettverkene til en russisk MSO i 37 forskjellige byer i Russland.,2
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .","Produktfamilien StoneGate ble designet for å gi de fulle fordelene med et enhetlig administrasjonssystem, inkludert delt logging, rapportering og revisjon.",1
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,Datterselskapet setter opp et anlegg for produksjon av høy tetthet interconnection trykte kretskort eller PCB på Nokia 's spesielle økonomiske sone på Sriperumbudur nær Chennai .,1
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .","Datterselskapet vil være ansvarlig for filtersalg, lokal montering av filtre og ettermarkedstjenester i Kina.",1
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .","Det totale antall aksjer i selskapet vil være 585,236,987 Innofactor gruppe Innofactor tilbyr sine kunder omfattende løsninger i Microsoft miljø .",1
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,Den totale verdien av prosjektet er verdsatt til SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,1
The trade is in accordance with the agreement announced on 26 March 2008 .,Handelen er i samsvar med avtalen som ble annonsert 26. mars 2008.,1
The transaction is expected to be completed next spring .,Transaksjonen forventes å være ferdig neste vår.,1
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,Lastebilene har et Eco Drive system - et drivstoffmålingsverktøy som lagrer data som er spesifikke for hver enkelt sjåfør.,1
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,Finér- og kryssfinerindustrien i Sverige er ganske liten til tross for råvareressursene.,1
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,Skrivingen og publiseringen av Lemmink+ñinen -¦ s historie er en videreføring av tidligere samarbeid mellom Antti Tuuri og selskapet.,1
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","Disse produktene inkluderer personlige kommunikasjonsprodukter som mobiltelefoner og deres deler, hjemmekommunikasjonsprodukter som set-top-bokser og elektronikk for flatskjerm-TV-er, samt kommunikasjon nettverk produkter som base-stasjoner, tårn-topp forsterkere og mikrobølgeovn systemer.",1
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .","De re i et kappløp med Google for å få mange brukere på deres tjeneste som sosiale nettverk skaper nye forretningsmodeller, sier Martin Garner, en London-basert analytiker med CCS Insight.",1
Through this transaction we are able to participate in developing the industry .,Gjennom denne transaksjonen er vi i stand til å delta i utviklingen av bransjen.,2
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .","Dermed gruppens balanse vil ha ca EUR25 .8 m av goodwill, selskapet lagt til.",1
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .","For å sjekke dem ut eller for å gjøre et bud de vil være i Deka Showroom, Fortitude Valley.",1
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,UPM-Kymmene er en av verdens ledende papirprodusenter med produksjon i 15 land og et salgsnettverk som dekker mer enn 170 selskaper.,2
Uponor maintains its full-year guidance for 2010 .,Uponor opprettholder sin årlige veiledning for 2010.,1
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .","Utahs hovedstad ønsket å være det neste U.S. hovedkvarteret til Amer Sports Corp., et skiutstyrsfirma.",1
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",26.03.2010 klo 09.00 1 ( 1 ) Generalforsamlingen i Vaisala Oyj besluttet 25. mars 2010 å godkjenne selskapets årsregnskap for 2009.,1
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,Vi er glade for å invitere deg til å bli med M-real 's internasjonale konferanse samtale på 3:00 pm EET .,1
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .","Vi ønsker ham hjertelig velkommen til Satama '', sier Jussi Lansio, styreleder.",2
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,Veracel forbereder en anke i saken og har bedt retten om avklaring av dommen.,1
What would you like to see changed on Nokia 's next attempt ?,Hva vil du se endret på Nokia 's neste forsøk?,1
"When completed , the 120-meter Watchtower will be the highest building in Ireland .","Når det er ferdig, vil det 120 meter høye klokketårnet være den høyeste bygningen i Irland.",1
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .","Viking vil betale 130 millioner euro for det nye skipet, som skal være ferdig i januar 2008.",1
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .","www.countryelements.co.uk Designet av Patricia Burt, dette er bare en av et utvalg av særegne krokete tepper laget med resirkulerte materialer og fargede naturlige fargestoffer .",1
You are warmly welcome !,Du er hjertelig velkommen!,1
Approval by shareholders of Cencorp in accordance with Finnish law .,Godkjennelse av aksjonærer i Cencorp i henhold til finsk lov.,1
"Tikkurila has an interesting growth strategy , which we support .","Tikkurila har en interessant vekststrategi, som vi støtter.",1
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,ASSA ABLOY Kaupthing Bank ga en nøytral anbefaling og et kursmål på 174 kroner 24.7 - 19 euro på svenske Assa Abloy AB.,1
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .","``Som en del av Eseries forretningsløfte, har Nokia E50 blitt utstyrt med en rekke e-postløsninger i en liten og stilisert pakke, '' sa Dave Grannan, daglig leder, Enterprise Solutions, Nokia.",1
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .","``Som forsvar modne, angripere utvikle trojanere som er utstyrt med innhold filtre for å oppdage nettbank aktivitet for å fange kontodetaljer ved hjelp av metoder som skjema grip, skjermbilder, video fanger, keylogging og injeksjon av form felt.",1
`` I warmly welcome Michael Frei to Outotec .,Jeg ønsker Michael Frei hjertelig velkommen til Outotec.,2
`` Nokia is just interested in bring Nokia to the market . '',Nokia er bare interessert i å bringe Nokia til markedet. '',1
`` Our aim is to understand different traffic patterns based on the use of each building .,Vårt mål er å forstå ulike trafikkmønstre basert på bruken av hver bygning.,1
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,Vår tilnærming er veldig mye å bare bruke råvarer som er produsert i tråd med prinsippene for bærekraftig utvikling.,1
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,``Vår Vaalipalvelu-service ble spesielt utviklet for bruk av lokalsamfunn og organisasjoner.,1
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,`` Sosiale nettverk og lokasjonsbaserte tjenester utgjør en betydelig andel av Internett-trafikken i dag og appellerer til MID brukere .,1
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .","Oppkjøpet av Sampo Bank gir strategisk mening for DB, sier Lindsey Liddell, direktør for Fitch Ratings 's Financial Institutions Group.",2
